x,y,z
0.6326265335083008,0.9855197668075562,2.3787934821939416e-07
0.5709387063980103,0.9029151201248169,-0.019471250474452972
0.558210015296936,0.7524896860122681,-0.012485342100262642
0.6160174012184143,0.6608931422233582,-0.004848085809499025
0.6775699257850647,0.6291496753692627,0.00019318547856528312
0.5781412124633789,0.6824984550476074,0.013815365731716156
0.5388869047164917,0.5586329698562622,0.012201124802231789
0.5193813443183899,0.48112738132476807,0.0066491118632256985
0.5089422464370728,0.4133910536766052,-0.001162273925729096
0.6322421431541443,0.671690046787262,0.004061035346239805
0.6313415765762329,0.5157061815261841,-0.0006091417162679136
0.624563992023468,0.419704794883728,-0.015887755900621414
0.6228902339935303,0.34670525789260864,-0.02716352790594101
0.680266261100769,0.6862327456474304,-0.011233585886657238
0.6978986263275146,0.5326017141342163,-0.040410157293081284
0.6874830722808838,0.4368050694465637,-0.07724624127149582
0.6842922568321228,0.36378809809684753,-0.10104574263095856
0.7237445712089539,0.7206870913505554,-0.02675922028720379
0.705105185508728,0.6247917413711548,-0.06367099285125732
0.6717211008071899,0.6647015810012817,-0.07617609947919846
0.6532270908355713,0.7287511229515076,-0.08279888331890106
