x,y,z
0.5493279695510864,0.8485314846038818,5.361901003198e-07
0.630395233631134,0.7732788324356079,-0.05173540487885475
0.6863713264465332,0.6483352184295654,-0.06703917682170868
0.7230139374732971,0.543990969657898,-0.07852686196565628
0.7653429508209229,0.47231483459472656,-0.09113384038209915
0.5779646635055542,0.5035695433616638,-0.04222038760781288
0.5889970064163208,0.36122146248817444,-0.06501812487840652
0.5969980955123901,0.274239182472229,-0.08267220854759216
0.5987570285797119,0.20076555013656616,-0.09871859103441238
0.5125248432159424,0.5056270956993103,-0.04187106341123581
0.4999467134475708,0.36078059673309326,-0.0639583170413971
0.49177730083465576,0.2637979984283447,-0.08632049709558487
0.4799492061138153,0.1865396797657013,-0.10509207844734192
0.4562546908855438,0.545466959476471,-0.0481424443423748
0.42691749334335327,0.41800829768180847,-0.0791495144367218
0.4120040237903595,0.32901009917259216,-0.10971889644861221
0.39767226576805115,0.2498537302017212,-0.13331541419029236
0.4088180661201477,0.6129067540168762,-0.05899263918399811
0.34661006927490234,0.5514520406723022,-0.09782098233699799
0.3036962151527405,0.5045276284217834,-0.12344498932361603
0.26630493998527527,0.4571085274219513,-0.1414080262184143
