x,y,z
0.6676667332649231,0.7931466102600098,-4.1764369029806403e-07
0.7464632391929626,0.7406083941459656,-0.02811076119542122
0.8016672730445862,0.6287042498588562,-0.04663165658712387
0.8073099851608276,0.544858992099762,-0.0654124990105629
0.7760791778564453,0.512008547782898,-0.07737842947244644
0.7440484166145325,0.4873735010623932,-0.023906167596578598
0.8031960129737854,0.4779636263847351,-0.06959032267332077
0.7917509078979492,0.553118109703064,-0.09070829302072525
0.7668095827102661,0.5836443901062012,-0.09973843395709991
0.6826147437095642,0.47432267665863037,-0.030274564400315285
0.7449889183044434,0.5004602670669556,-0.07356972992420197
0.7295251488685608,0.5971465706825256,-0.07895922660827637
0.7088508009910583,0.5964271426200867,-0.07605881989002228
0.6293221712112427,0.49119412899017334,-0.043399713933467865
0.6959677934646606,0.5356029868125916,-0.08953570574522018
0.6892118453979492,0.6162530779838562,-0.0830269381403923
0.6697028279304504,0.6060597896575928,-0.07078918069601059
0.5852789282798767,0.5265117287635803,-0.05886960029602051
0.6488624215126038,0.5601219534873962,-0.08551909029483795
0.65084308385849,0.6173063516616821,-0.07766561955213547
0.6322333812713623,0.6124745011329651,-0.06748142838478088
