x,y,z
0.6511133313179016,1.0617849826812744,3.75301084432067e-07
0.5826626420021057,0.9830639958381653,-0.021546246483922005
0.5399641990661621,0.8633652329444885,-0.02609081193804741
0.5155572295188904,0.7724252939224243,-0.03089272975921631
0.4903232455253601,0.7067049145698547,-0.035985298454761505
0.6113015413284302,0.7667195796966553,-0.0028573547024279833
0.5900645852088928,0.6490546464920044,-0.020651506260037422
0.5785268545150757,0.5775839686393738,-0.037125762552022934
0.5733538269996643,0.5170009136199951,-0.04984181374311447
0.6639036536216736,0.7614570260047913,-0.00992061197757721
0.6709232926368713,0.6281135082244873,-0.025260163471102715
0.6740003228187561,0.5433394908905029,-0.043266382068395615
0.6776065826416016,0.4750867187976837,-0.05667097121477127
0.7106053233146667,0.7830785512924194,-0.02222009189426899
0.7268655300140381,0.660028338432312,-0.04238007962703705
0.7320979237556458,0.5836577415466309,-0.06001994013786316
0.734816312789917,0.5188264846801758,-0.07224532216787338
0.7544175982475281,0.8252353668212891,-0.036744993180036545
0.7888796329498291,0.7400713562965393,-0.055186979472637177
0.8074833154678345,0.681547999382019,-0.0646248459815979
0.8215725421905518,0.6269376277923584,-0.07135041803121567
